customer_id,transaction_id_nunique,transaction_amount_sum,transaction_amount_mean,transaction_amount_max,transaction_amount_min,item_category_nunique,anomaly_iso_txn,anomaly_svm_txn
0717420a,9,282.7,31.41111111111111,49.81,16.88,6,1,1
073ff141,8,600.9,75.1125,122.2,27.28,5,1,1
07506235,7,492.04999999999995,70.29285714285713,100.21,22.24,5,1,1
07742ef7,12,474.58000000000004,39.54833333333334,89.73,6.71,7,1,1
07a7c7e9,7,474.02,67.71714285714286,119.63,36.6,4,1,1
07c308c3,8,660.6500000000001,82.58125000000001,131.74,41.53,4,1,1
089175a9,11,273.61,24.873636363636365,36.99,13.3,5,1,1
08af8d67,9,329.57,36.61888888888889,50.63,22.97,6,1,1
08d611ef,12,340.39,28.36583333333333,39.05,11.2,6,1,1
0909bb84,8,109.37,13.67125,22.26,5.77,5,1,1
09586ec6,15,741.07,49.40466666666667,79.18,12.46,7,1,1
095c5a16,10,127.46000000000001,12.746,17.41,6.31,5,1,1
096d4009,14,258.25,18.446428571428573,26.05,6.91,6,1,1
09da96a7,7,337.08,48.15428571428571,66.29,30.77,5,1,1
09e8dd3a,7,70.85,10.12142857142857,18.43,5.0,5,1,1
0a105743,13,200.99,15.460769230769232,24.64,8.62,5,1,1
0a231e56,7,144.04,20.577142857142857,25.19,13.49,5,1,1
0a415895,9,758.9300000000001,84.32555555555557,110.66,64.54,5,1,1
0a78a2b8,11,1002.71,91.15545454545455,139.89,53.38,6,1,1
0aa88646,8,123.69,15.46125,23.57,8.36,4,1,1
0bba0348,6,82.61,13.768333333333333,17.85,5.0,4,1,1
0bd13749,9,153.5,17.055555555555557,25.21,11.78,4,1,1
0c1d9fc3,8,336.83,42.10375,66.39,14.04,5,1,1
0c84b273,8,368.43,46.05375,81.85,8.58,5,1,1
0d9f9ef5,13,362.54,27.88769230769231,44.34,10.92,6,1,1
0da3e2f3,14,757.88,54.13428571428572,90.66,35.52,7,1,1
0e2ced04,7,113.31,16.187142857142856,23.78,11.51,4,1,1
0f9fea28,15,257.33,17.15533333333333,23.31,7.51,6,1,1
0fa21e16,7,126.15,18.021428571428572,25.04,14.41,4,1,1
10168fa6,8,230.07,28.75875,35.44,17.38,5,1,1
1046c1d0,12,684.74,57.06166666666667,72.38,34.12,5,1,1
107a1519,11,918.61,83.51,139.68,40.01,7,1,1
10884981,10,351.9,35.19,74.55,19.76,5,1,1
10f707da,8,121.91,15.23875,19.03,10.5,5,1,1
10fb794e,10,137.98,13.797999999999998,22.04,5.51,5,1,1
11832aa2,10,373.23,37.323,45.92,11.06,6,1,1
11a88d74,18,659.26,36.62555555555556,55.28,21.93,4,1,-1
1217c4ff,9,294.6,32.733333333333334,40.62,24.42,5,1,1
121c3d6f,12,354.96000000000004,29.580000000000002,40.31,9.93,4,1,1
128874d6,12,1017.82,84.81833333333334,116.52,38.83,6,1,1
12ef1a34,12,363.44,30.286666666666665,43.2,15.52,5,1,1
130e5a79,12,160.52,13.376666666666667,20.41,6.67,6,1,1
137f7f9d,10,774.03,77.40299999999999,129.06,49.84,6,1,1
13cfaabf,7,380.26,54.32285714285714,73.93,29.26,5,1,1
145e335d,13,198.38,15.26,25.16,7.61,7,1,1
1461e635,9,130.81,14.534444444444444,19.42,5.74,5,1,1
14a90d35,13,292.5,22.5,33.36,11.36,7,1,1
14bfc588,10,250.82,25.082,38.16,16.24,6,1,1
14e3e582,7,749.11,107.01571428571428,160.64,74.01,5,-1,-1
14f440b0,6,81.52000000000001,13.586666666666668,22.86,9.49,4,1,1
1526d149,7,183.44,26.205714285714286,30.78,19.62,5,1,1
15381d05,6,90.19,15.031666666666666,18.78,9.53,4,1,1
166c1938,14,492.25,35.160714285714285,54.26,21.42,6,1,1
166fd4c2,7,374.78000000000003,53.540000000000006,69.01,26.65,5,1,1
167622fb,16,979.84,61.24,92.69,22.47,6,1,1
167c3478,8,421.72,52.715,77.26,28.26,5,1,1
16b6792b,10,118.26,11.826,17.51,5.0,5,1,1
1715426f,3,39.379999999999995,13.126666666666665,19.38,8.62,3,1,-1
175c4d1a,15,246.2,16.413333333333334,21.65,6.47,7,1,1
177ac3f6,4,220.0,55.0,87.52,5.0,4,1,-1
17d95411,10,737.08,73.708,117.88,36.58,4,1,1
17ef18cb,10,335.99,33.599000000000004,46.53,12.18,5,1,1
183c93d7,14,416.67,29.76214285714286,51.33,12.32,7,1,1
1859170e,9,125.71000000000001,13.967777777777778,19.85,8.47,4,1,1
1869caac,8,230.15,28.76875,41.3,5.0,4,1,1
1886c0b1,5,428.27,85.654,112.83,58.67,4,1,1
18a1462b,9,660.27,73.36333333333333,103.56,32.11,6,1,1
18a85263,7,267.14,38.16285714285714,52.8,10.29,5,1,1
18b83294,11,475.59000000000003,43.23545454545455,72.87,24.51,6,1,1
18fec8ab,14,910.24,65.01714285714286,104.27,16.17,6,1,1
192dadb1,7,409.1,58.44285714285714,84.2,35.46,6,1,1
1a25806b,9,133.69,14.854444444444445,20.48,8.39,5,1,1
1a2d1a1e,4,61.53,15.3825,17.14,14.21,4,1,1
1a30fed6,9,356.37,39.596666666666664,60.82,23.78,4,1,1
1a3faa13,12,271.34,22.611666666666665,35.11,12.76,5,1,1
1a7f753e,13,666.55,51.27307692307692,87.54,11.52,5,1,1
1aaccc69,9,151.97,16.885555555555555,22.84,8.32,5,1,1
1b4e83f6,14,1196.17,85.4407142857143,145.22,20.48,5,-1,1
1c3f4861,4,51.260000000000005,12.815000000000001,16.71,5.64,4,1,-1
1c488259,8,114.29,14.28625,21.41,6.98,4,1,1
1c4a40f3,9,230.10000000000002,25.56666666666667,32.21,21.38,5,1,1
1c7711a3,14,176.81,12.629285714285714,22.27,5.0,7,1,1
1cd2459a,5,177.82,35.564,63.59,22.73,3,1,1
1ce00d75,9,369.7,41.077777777777776,67.9,22.25,5,1,1
1d2750bd,10,150.11,15.011000000000001,22.5,6.37,6,1,1
1d761f61,4,104.95,26.2375,35.17,18.88,2,1,1
1dc5ade4,8,275.73,34.46625,47.28,20.89,6,1,1
1dcc9643,11,507.51,46.13727272727272,65.7,22.93,6,1,1
1dced707,6,201.31,33.55166666666667,52.87,9.61,4,1,1
1e51cbd6,15,579.24,38.616,70.04,16.15,4,1,1
1e67f66b,11,633.47,57.58818181818182,107.72,24.56,7,1,1
1f72b473,15,1428.06,95.204,145.51,48.79,6,-1,1
1fc6e17c,15,429.33,28.622,49.69,5.0,6,1,1
1fe5306c,7,105.5,15.071428571428571,20.64,9.08,5,1,1
1fff06b9,9,473.11,52.56777777777778,76.98,22.48,5,1,1
20100a96,6,329.22,54.870000000000005,77.03,21.85,4,1,1
202c1022,9,296.73,32.97,45.67,13.07,7,1,1
20ec660c,10,611.38,61.138,112.07,47.57,4,1,1
210ee93a,11,624.25,56.75,108.69,20.29,5,1,1
212a07a7,14,219.5,15.678571428571429,22.54,9.27,6,1,1
2140c997,10,124.68,12.468,19.19,5.0,6,1,1
21bc4997,9,220.67,24.51888888888889,36.02,14.22,7,1,1
21d9ac85,10,305.71,30.570999999999998,54.9,9.11,6,1,1
21fcc853,11,650.47,59.13363636363636,105.18,23.26,7,1,1
224849eb,9,640.24,71.13777777777779,100.68,46.98,6,1,1
22560acf,6,97.44,16.24,26.43,5.0,5,1,1
225c20d4,6,485.46,80.91,144.37,24.82,5,1,1
23165a5e,10,312.88,31.288,43.25,20.09,5,1,1
23712884,7,192.06,27.437142857142856,41.21,12.38,4,1,1
23a42a9e,11,155.15,14.104545454545455,20.28,7.68,6,1,1
240f16d9,8,635.95,79.49375,134.48,28.47,6,1,1
241b0eea,7,561.46,80.20857142857143,127.66,35.24,5,1,1
24417fa9,9,298.23,33.13666666666667,52.22,21.36,5,1,1
24918d36,11,1037.8799999999999,94.35272727272726,137.22,42.88,6,1,1
249dd12c,11,177.17000000000002,16.10636363636364,20.69,7.0,5,1,1
258df59b,13,653.8,50.29230769230769,92.95,20.64,6,1,1
25c808d6,6,96.38,16.063333333333333,24.67,6.68,4,1,1
25f1b9b0,6,84.97,14.161666666666667,17.93,6.25,4,1,1
261e7173,13,193.74,14.903076923076924,23.22,8.41,5,1,1
263ebab1,8,118.29,14.78625,23.01,8.66,3,1,1
26871545,5,153.84,30.768,45.75,19.0,5,1,1
270b7d30,9,594.94,66.10444444444445,81.33,46.86,6,1,1
271b216d,11,285.19,25.926363636363636,37.97,15.07,5,1,1
27cc5ee5,12,698.46,58.205000000000005,66.92,47.2,4,1,1
2806fdab,10,422.49,42.249,70.92,23.8,5,1,1
2813271b,11,821.27,74.66090909090909,95.69,43.32,5,1,1
2833a9df,13,318.29,24.483846153846155,38.37,9.41,6,1,1
28528260,10,817.84,81.784,120.49,27.95,5,1,1
2878dcaa,7,104.28,14.897142857142857,20.6,8.74,6,1,1
2893b6c2,9,336.87,37.43,50.01,14.03,5,1,1
28a9a963,6,69.5,11.583333333333334,18.89,5.0,5,1,1
28e86d26,13,226.88,17.45230769230769,21.7,13.11,5,1,1
2923e361,15,1278.79,85.25266666666667,117.13,56.05,6,-1,1
299845f5,13,192.54,14.81076923076923,21.02,5.0,6,1,1
29a7f804,9,224.45,24.938888888888886,37.03,13.66,5,1,1
29be1d63,11,622.8000000000001,56.618181818181824,75.0,38.53,4,1,1
29d54a66,12,710.8,59.23333333333333,115.45,29.2,5,1,1
29db4b5e,9,141.15,15.683333333333334,22.02,11.4,4,1,1
2a1511a6,12,463.15999999999997,38.596666666666664,59.82,17.0,6,1,1
2abd74ec,8,569.62,71.2025,124.12,28.46,4,1,1
2b1bab75,4,170.1,42.525,46.54,36.74,3,1,1
2b46a5f8,10,187.41,18.741,30.85,8.95,5,1,1
2b9f1cf4,13,189.39000000000001,14.56846153846154,24.21,5.0,6,1,1
2bb6f5cc,11,905.88,82.35272727272728,117.3,16.95,6,1,1
2bdbe741,12,344.7,28.724999999999998,41.75,14.83,5,1,1
2c4853f1,13,395.40999999999997,30.416153846153843,49.96,17.67,7,1,1
2c58d413,8,129.27,16.15875,25.58,10.66,6,1,1
2c970e52,14,206.19,14.727857142857143,22.04,8.05,7,1,1
2ca91b82,10,140.99,14.099,20.89,7.4,4,1,1
2ca9fb30,21,1517.43,72.25857142857143,114.89,26.13,6,-1,-1
2cd6d119,14,1175.09,83.93499999999999,147.18,43.06,5,1,1
2d07a5be,7,331.65,47.378571428571426,76.11,12.33,5,1,1
2eb599da,8,147.01,18.37625,28.98,9.89,5,1,1
2f911ac6,9,552.54,61.39333333333333,95.1,31.03,5,1,1
2fca2760,6,196.79,32.79833333333333,65.12,16.21,4,1,1
2fdcb8f2,5,87.22,17.444,25.4,12.49,4,1,1
2ff1f848,11,154.60999999999999,14.055454545454545,23.11,8.36,6,1,1
300eaa19,5,176.07999999999998,35.215999999999994,48.92,18.83,3,1,1
305bbbea,8,171.42,21.4275,36.58,9.11,5,1,1
305d0f22,7,217.81,31.115714285714287,46.3,22.47,6,1,1
3063461e,7,396.05,56.57857142857143,84.77,18.06,4,1,1
30df2da8,10,449.62,44.962,79.36,18.07,7,1,1
30ef2aa3,8,189.82999999999998,23.728749999999998,28.81,12.57,4,1,1
310bb930,10,810.0999999999999,81.00999999999999,99.89,61.97,5,1,1
310cc5e3,11,458.47,41.67909090909091,59.42,28.01,6,1,1
312be7fc,11,182.06,16.55090909090909,22.84,9.49,3,1,-1
3180be32,14,219.73999999999998,15.695714285714285,23.47,5.0,6,1,1
31893341,12,477.84000000000003,39.82,62.15,13.34,5,1,1
31bbd769,11,204.81,18.61909090909091,24.16,12.62,7,1,1
31e301b4,12,494.03,41.16916666666666,71.08,8.92,5,1,1
3216e3a6,9,891.28,99.0311111111111,159.26,40.81,3,-1,-1
3267775a,12,681.47,56.78916666666667,95.81,32.46,4,1,1
32d5bf8f,11,161.76,14.705454545454545,27.13,8.38,6,1,1
32dfd2c4,13,1040.39,80.03,126.85,41.27,7,1,1
32f419e4,16,271.68,16.98,24.97,6.91,6,1,1
32fab673,9,236.48,26.275555555555556,41.38,8.56,5,1,1
33020bae,12,761.23,63.435833333333335,99.26,20.3,7,1,1
3311e5d2,14,226.51,16.179285714285715,22.96,7.02,6,1,1
338e2f4d,8,288.59000000000003,36.073750000000004,48.07,19.14,5,1,1
33be1de8,10,667.8000000000001,66.78,128.3,13.76,6,1,1
33c7ce32,11,177.78,16.16181818181818,24.04,6.57,7,1,1
34049b70,10,700.43,70.04299999999999,133.82,22.04,5,1,1
34587443,6,87.88,14.646666666666667,22.79,8.86,5,1,1
347528f9,12,165.46,13.788333333333334,19.92,5.02,5,1,1
34e1d30d,12,189.5,15.791666666666666,22.55,7.13,7,1,1
350f26ae,7,97.78,13.968571428571428,21.89,5.0,5,1,1
354a0d0e,5,98.24000000000001,19.648000000000003,24.17,16.94,4,1,1
355137de,5,241.44,48.288,62.58,30.71,3,1,1
359b32de,4,157.62,39.405,48.38,34.43,3,1,1
35a75eac,12,191.11,15.925833333333335,28.92,5.0,6,1,1
35cead6a,6,114.72,19.12,29.46,10.56,5,1,1
3741a8b4,11,168.25,15.295454545454545,26.78,7.33,4,1,1
3774b3b0,8,115.87,14.48375,20.93,9.49,6,1,1
38dae4ff,11,838.3,76.2090909090909,118.13,35.78,6,1,1
39275624,8,118.11,14.76375,20.79,8.48,5,1,1
39618324,14,226.48,16.177142857142858,24.25,8.22,5,1,1
39655a85,9,546.55,60.727777777777774,81.08,38.1,5,1,1
397d1ed5,8,285.69,35.71125,48.48,24.04,4,1,1
398e5cd3,6,64.85,10.808333333333332,15.8,5.0,4,1,1
39a24893,14,559.02,39.93,52.53,31.04,6,1,1
3a0c002b,5,255.25,51.05,60.36,35.32,3,1,1
3a2e65e8,10,250.73000000000002,25.073,41.06,14.11,4,1,1
3a777e1c,5,199.85,39.97,53.83,23.54,3,1,1
3adc26dd,8,185.20000000000002,23.150000000000002,32.63,14.74,5,1,1
3b480550,10,485.12,48.512,81.73,5.0,7,1,-1
3bdccd12,12,140.61,11.717500000000001,17.95,5.0,5,1,1
3bf50a63,10,151.35,15.135,27.42,5.0,5,1,1
3c3e1348,9,136.54,15.17111111111111,19.88,9.82,6,1,1
3c771227,5,66.53,13.306000000000001,17.78,5.91,3,1,1
3d31dac3,9,394.73,43.85888888888889,69.31,16.2,7,1,1
3d3affdc,14,283.96,20.282857142857143,27.19,9.65,6,1,1
3dbdd0a8,5,319.75,63.95,81.85,38.16,5,1,1
3dc3024c,6,123.36,20.56,31.91,10.41,5,1,1
3e55041c,8,128.57999999999998,16.072499999999998,19.6,12.6,5,1,1
3eb337f9,13,191.04,14.695384615384615,19.96,10.52,5,1,1
3ebc212c,12,226.38,18.865,32.84,7.46,7,1,1
3f7b9966,11,173.54999999999998,15.777272727272726,22.58,7.53,5,1,1
4029276c,10,412.88,41.288,64.33,18.18,5,1,1
40562e4d,7,294.82,42.11714285714286,59.1,32.1,5,1,1
40a5a780,10,898.04,89.804,155.3,54.84,4,-1,1
4123fd26,15,241.17,16.078,25.54,7.8,7,1,1
4136e257,7,151.96,21.708571428571428,32.56,6.86,4,1,1
4199f63b,6,234.63,39.105,55.73,18.82,4,1,1
42d4499e,7,360.25,51.464285714285715,70.66,29.87,5,1,1
42fae280,10,134.85,13.485,19.73,7.8,5,1,1
4317d472,10,217.84,21.784,28.78,14.13,4,1,1
432aba84,7,86.93,12.418571428571429,21.87,5.0,5,1,1
435aeb9c,7,230.17,32.88142857142857,49.15,5.0,4,1,1
435cb663,10,144.82999999999998,14.482999999999999,22.23,6.26,6,1,1
436de3a2,11,145.95,13.268181818181818,19.12,7.29,6,1,1
437293ef,11,702.13,63.83,114.22,22.77,6,1,1
438acf94,12,416.56,34.71333333333333,53.65,14.78,5,1,1
446b70d7,7,156.66,22.38,30.56,11.95,4,1,1
448aa434,19,1069.85,56.3078947368421,84.24,35.79,7,-1,-1
44c8daea,6,645.51,107.585,135.26,57.78,4,-1,1
452c7cb5,10,173.33,17.333000000000002,23.0,10.14,6,1,1
455ae2a1,5,72.81,14.562000000000001,20.24,8.68,4,1,1
4580f9dc,13,206.64,15.895384615384614,22.46,5.16,7,1,1
45d9748f,8,115.53,14.44125,22.72,8.44,4,1,1
46465a49,10,391.0,39.1,68.91,18.67,5,1,1
46665f91,12,211.29,17.607499999999998,24.52,9.28,5,1,1
46668552,11,247.98,22.543636363636363,34.81,13.58,7,1,1
468a1346,8,265.62,33.2025,50.48,18.48,4,1,1
481763b7,13,317.85,24.450000000000003,38.52,5.0,5,1,1
487a9ed2,6,79.88000000000001,13.313333333333334,28.17,5.0,5,1,1
487ce642,10,642.09,64.209,98.98,36.5,5,1,1
4890502e,8,512.02,64.0025,83.04,35.05,4,1,1
48a99d99,15,475.94,31.729333333333333,44.94,18.31,6,1,1
48ad0477,9,453.46,50.38444444444444,81.45,18.1,6,1,1
48f8afbd,9,670.53,74.50333333333333,122.37,49.99,5,1,1
48fbb809,14,423.93,30.280714285714286,52.6,16.32,6,1,1
4921c51e,8,163.21,20.40125,30.43,9.23,5,1,1
499f2c67,15,228.82,15.254666666666667,25.49,6.75,6,1,1
49bda094,10,548.44,54.84400000000001,96.67,38.04,4,1,1
4a135bab,10,873.21,87.321,125.84,65.55,6,1,1
4a165bcc,14,193.73,13.837857142857143,20.92,8.62,5,1,1
4a2e4eda,13,232.44,17.88,24.87,10.73,6,1,1
4a499c7b,10,137.44,13.744,21.84,7.29,7,1,1
4a71a294,9,335.86,37.31777777777778,62.17,26.19,7,1,1
4ac463c8,10,473.36,47.336,66.05,32.11,7,1,1
4ad10622,13,379.84,29.218461538461536,46.53,15.25,6,1,1
4b0f3b21,12,168.34,14.028333333333334,22.99,5.56,6,1,1
4b3482bd,10,139.16,13.916,21.41,5.0,4,1,1
4b35f214,11,730.26,66.38727272727273,88.81,42.56,6,1,1
4b9024d2,6,89.91,14.985,23.31,5.0,5,1,1
4c212e79,13,220.68,16.975384615384616,28.32,6.89,5,1,1
4ccedd3a,8,427.17,53.39625,92.09,13.24,5,1,1
4cddffde,16,608.0,38.0,57.97,12.75,6,1,1
4ce16d9a,10,334.63,33.463,51.64,18.21,6,1,1
4cfedfa2,7,217.69,31.09857142857143,41.2,21.1,4,1,1
4d49cfbb,8,636.87,79.60875,145.34,45.02,5,1,1
4d6ec1d2,15,198.8,13.253333333333334,25.1,6.97,7,1,1
4de484fc,15,760.4399999999999,50.696,82.51,17.15,6,1,1
4e0b4511,7,172.29,24.61285714285714,36.26,7.76,3,1,1
4ee7299f,13,202.16,15.55076923076923,21.22,7.18,6,1,1
4f32d231,8,383.86,47.9825,115.99,23.75,5,1,1
4f374deb,12,276.32,23.026666666666667,35.01,8.97,7,1,1
4f633b0c,11,444.5,40.40909090909091,61.97,28.83,7,1,1
4f6893ac,9,282.58000000000004,31.397777777777783,41.67,11.2,5,1,1
4fda51bb,13,342.03,26.31,41.44,5.0,5,1,1
50689858,10,423.82,42.382,63.78,19.66,5,1,1
50b5bce3,18,1337.59,74.31055555555555,115.97,33.37,6,-1,-1
50bdcfdc,10,125.31,12.531,20.02,7.68,5,1,1
50d8f3ec,15,243.55,16.236666666666668,23.49,9.65,7,1,1
51a2045e,13,526.34,40.48769230769231,75.44,8.8,6,1,1
51ac415d,6,79.01,13.168333333333335,21.12,7.47,5,1,1
52717257,10,151.32,15.132,23.07,5.0,6,1,1
528436c5,7,519.51,74.21571428571428,114.65,42.07,5,1,1
52adb129,9,777.07,86.34111111111112,121.49,32.03,6,1,1
52e411d5,7,83.25999999999999,11.894285714285713,17.12,5.0,6,1,1
5304bd65,13,950.79,73.1376923076923,116.98,49.68,6,1,1
530d07b2,10,155.84,15.584,21.13,10.74,6,1,1
5336796c,16,215.89,13.493125,25.06,5.0,6,1,1
5371a919,9,375.21,41.69,67.6,20.69,5,1,1
53928648,10,294.45,29.445,37.63,20.49,6,1,1
53a224b9,9,176.68,19.63111111111111,23.8,9.86,5,1,1
53b208c7,8,341.77,42.72125,57.5,32.1,6,1,1
53dac413,13,558.61,42.97,61.01,15.4,6,1,1
53f3c4d2,9,327.72,36.413333333333334,46.2,26.62,7,1,1
5459df6e,12,996.93,83.0775,125.41,34.86,6,1,1
5463b6ef,13,578.89,44.53,65.64,21.38,7,1,1
5475bf9e,7,377.58,53.94,72.61,28.78,3,1,1
54ace960,11,382.08,34.734545454545454,51.61,18.52,6,1,1
54ba6919,11,365.64,33.24,52.9,13.85,6,1,1
55080b80,9,118.28,13.142222222222223,20.77,5.57,4,1,1
553a0878,11,166.31,15.11909090909091,29.24,5.0,5,1,1
55f96903,12,767.91,63.9925,89.92,26.75,6,1,1
5646fecc,12,445.52,37.126666666666665,52.89,26.26,6,1,1
56aa2a5b,10,355.49,35.549,54.75,19.42,6,1,1
5743ad9d,10,119.66,11.966,16.7,8.46,5,1,1
578d1305,9,781.25,86.80555555555556,137.04,10.18,5,1,-1
57aaccfe,11,408.44,37.13090909090909,55.9,9.9,7,1,1
57ba1c65,10,271.0,27.1,48.92,8.15,6,1,1
57fed18c,14,619.6,44.25714285714286,72.27,14.88,5,1,1
58026550,9,399.15999999999997,44.35111111111111,80.8,16.3,5,1,1
58161b9e,13,369.87,28.451538461538462,40.62,19.84,7,1,1
58661c1f,12,184.32,15.36,24.48,5.0,6,1,1
58ca2eec,19,720.86,37.94,59.51,8.14,6,1,1
58cdfd3f,6,88.72,14.786666666666667,23.61,9.29,5,1,1
595ef2ef,13,443.32,34.10153846153846,53.04,16.3,5,1,1
59619e1e,7,176.25,25.178571428571427,32.07,17.24,5,1,1
5a2559da,16,1085.13,67.820625,108.41,35.94,5,1,1
5a9bf81c,13,198.94,15.303076923076922,23.24,8.91,7,1,1
5b1c6718,10,296.3,29.630000000000003,49.37,17.6,5,1,1
5b2cd5ed,16,336.81,21.050625,35.74,5.0,7,1,1
5b5f8c73,6,81.97,13.661666666666667,22.73,5.0,4,1,1
5b612b8b,14,554.05,39.574999999999996,85.02,16.89,6,1,1
5ba4626f,7,107.94,15.42,19.53,12.06,4,1,1
5bd43182,7,400.15,57.16428571428571,87.24,48.06,5,1,1
5be152a6,5,270.56,54.112,77.36,29.25,4,1,1
5bf8981f,8,303.36,37.92,50.44,19.89,6,1,1
5bfcfdc8,8,359.64,44.955,65.58,35.09,5,1,1
5c009ae2,10,852.34,85.23400000000001,119.58,60.73,7,1,-1
5d4394a2,9,117.09,13.01,22.07,5.0,5,1,1
5d46ff27,11,348.66,31.69636363636364,50.04,12.47,4,1,1
5d72a43e,12,463.73,38.64416666666667,65.83,14.96,6,1,1
5d7aae6f,6,488.90999999999997,81.485,114.22,36.37,4,1,1
5d90175a,10,764.09,76.409,106.95,41.94,5,1,1
5dcc4004,10,197.86,19.786,31.53,13.03,7,1,1
5dcdd63b,10,536.16,53.616,84.53,21.58,4,1,1
5e7ab4a8,10,637.94,63.794000000000004,90.4,41.18,3,1,1
5f4f3aec,11,482.32,43.847272727272724,70.77,18.07,7,1,1
5f59570e,14,644.53,46.03785714285714,71.14,5.0,7,1,1
5f81220a,9,406.64,45.18222222222222,60.38,29.4,6,1,1
5f8a6d15,18,272.12,15.117777777777778,21.5,7.44,7,1,-1
5f9eb94b,11,291.79,26.526363636363637,39.53,10.07,5,1,1
5fbd8f1c,10,350.1,35.010000000000005,51.89,16.98,4,1,1
5fdfc4c1,11,171.96,15.632727272727273,21.59,5.0,6,1,1
5fed7948,8,131.12,16.39,22.54,10.18,4,1,1
600b79de,9,299.53,33.28111111111111,47.17,19.47,7,1,1
60319308,6,230.04,38.339999999999996,55.12,22.22,5,1,1
60830d31,6,163.42000000000002,27.236666666666668,33.03,20.96,6,1,1
60b1d00c,14,326.97,23.355,33.38,9.42,6,1,1
60cfe858,14,609.04,43.50285714285714,71.5,22.22,7,1,1
60e29679,5,225.37,45.074,65.7,5.0,4,1,1
617bc89e,11,156.87,14.260909090909092,18.74,7.05,6,1,1
61b14cc1,11,600.02,54.54727272727273,83.92,22.96,7,1,1
61f6bb2c,9,289.46,32.16222222222222,43.59,14.21,4,1,1
62015b36,11,229.09,20.826363636363638,34.54,5.0,6,1,1
62c0f4d0,13,598.01,46.00076923076923,63.5,36.9,7,1,1
62cd4540,12,194.69,16.224166666666665,21.65,11.43,6,1,1
62d4e719,5,202.53,40.506,49.37,32.61,4,1,1
631be392,6,363.33,60.555,92.74,38.2,4,1,1
636a4b9d,9,135.57,15.063333333333333,25.26,7.59,4,1,1
63f49bfd,8,353.48,44.185,78.51,23.66,5,1,1
63f893e0,15,1271.6,84.77333333333333,137.26,33.79,5,-1,1
641e022a,15,650.6,43.373333333333335,69.87,15.23,7,1,1
6425ba7a,15,232.17000000000002,15.478000000000002,20.79,5.66,6,1,1
643c2c04,11,603.27,54.842727272727274,84.59,13.78,6,1,1
646b4671,10,132.88,13.288,18.78,5.0,6,1,1
647e3639,9,252.84,28.093333333333334,39.33,15.95,4,1,1
648624fe,14,631.22,45.08714285714286,65.94,5.0,5,1,1
64a7224f,15,228.29,15.219333333333333,26.51,6.29,6,1,1
64a982e5,10,292.33,29.232999999999997,37.0,13.63,7,1,1
64b31aec,14,977.61,69.82928571428572,91.53,50.22,4,1,-1
64e1758b,5,329.36,65.872,84.6,49.55,4,1,1
64ebddd2,9,309.7,34.41111111111111,54.31,15.71,4,1,1
6544d6ff,8,153.06,19.1325,29.83,13.26,4,1,1
65508113,10,169.56,16.956,25.01,5.0,6,1,1
65691276,8,753.6800000000001,94.21000000000001,134.3,70.72,6,-1,1
65ddfd91,7,315.34,45.04857142857143,74.57,29.06,4,1,1
6610bdd8,12,335.08,27.923333333333332,51.68,14.14,6,1,1
